StockIndexAdjD,SP500,N225,FTSE100,CAC40,GDAX,HSI
2003-01-10,927.57,8470.45,3974.1,3160.13,3037.33,9721.5
2003-01-13,926.26,8470.45,3948.3,3169.82,3060.65,9834.08
2003-01-14,931.66,8553.06,3945.6,3174.03,3098.72,9796.31
2003-01-15,918.22,8611.75,3887.8,3134.66,3049.4,9873.49
2003-01-16,914.6,8609.17,3881.8,3142.59,3054.11,9743.23
2003-01-17,901.78,8690.25,3820.6,3056.93,2918.82,9614.59
2003-01-20,901.78,8558.82,3778.6,3020.07,2893.55,9552.02
2003-01-21,887.62,8708.58,3736.7,2992.39,2870.57,9568.47
2003-01-22,878.36,8611.04,3678,2931.38,2803.25,9560.29
2003-01-23,887.34,8790.92,3622.2,2917.97,2811.22,9584.7
2003-01-24,861.4,8731.65,3603.7,2898.6,2717.82,9460.6
2003-01-27,847.48,8609.47,3480.8,2795.78,2643.8,9298.67
2003-01-28,858.54,8525.39,3490,2800.07,2671.36,9325.6
2003-01-29,864.36,8331.08,3483.8,2840.05,2706.57,9240.79
2003-01-30,844.61,8316.81,3578.7,2914.13,2693.78,9258.95
2003-01-31,855.7,8339.94,3567.4,2937.88,2747.83,9258.95
2003-02-03,860.32,8500.79,3689.4,2957.79,2751.99,9258.95
2003-02-04,848.2,8484.9,3590.1,2863.5,2632.98,9252.71
2003-02-05,843.59,8549.85,3678.7,2884.62,2725.88,9180.47
2003-02-06,838.15,8484.19,3597,2836.18,2649,9126.15
2003-02-07,829.69,8448.16,3599.2,2796.66,2569.34,9150.95
2003-02-10,835.97,8484.93,3579.1,2772.26,2586.09,9232.14
2003-02-11,829.2,8484.93,3669.2,2841.84,2627,9194.91
2003-02-12,818.68,8664.17,3616.1,2770.62,2571.25,9314.9
2003-02-13,817.37,8599.66,3610.8,2758.65,2555.27,9173.43
2003-02-14,834.89,8701.92,3611.9,2827.75,2674.46,9201.76
2003-02-17,834.89,8771.89,3692.4,2882.12,2708.97,9383.68
2003-02-18,851.17,8692.97,3729.5,2938.63,2740.14,9397.05
2003-02-19,845.13,8678.44,3658.3,2859.19,2624.65,9427.63
2003-02-20,837.1,8650.92,3687.2,2804.49,2591.26,9390.48
2003-02-21,848.17,8513.54,3727.1,2829.83,2648.87,9250.86
2003-02-24,832.58,8564.95,3701.8,2785.61,2571.35,9239.47
2003-02-25,838.57,8360.49,3621.5,2683.37,2485.5,9148.48
2003-02-26,827.55,8356.81,3593.3,2658.57,2450.2,9116.28
2003-02-27,837.28,8359.38,3569.9,2715.8,2513.22,9134.24
2003-02-28,841.15,8363.04,3655.6,2754.07,2547.05,9122.66
2003-03-03,834.81,8490.4,3684.7,2762.25,2549.65,9268.77
2003-03-04,821.99,8480.22,3625.3,2676.34,2501.03,9181.89
2003-03-05,829.85,8472.62,3563.5,2655.07,2498.02,9109.18
2003-03-06,822.1,8369.15,3555.4,2634.53,2437.51,8962.26
2003-03-07,828.89,8144.12,3491.6,2574.91,2431.66,8907.1
2003-03-10,807.48,8042.26,3436,2513.61,2329.04,8861.87
2003-03-11,800.73,7862.43,3452.7,2493.42,2305.3,8859.93
2003-03-12,804.19,7943.04,3287,2403.04,2202.96,8874.99
2003-03-13,831.9,7868.56,3486.9,2554.71,2354.31,8787.45
2003-03-14,833.27,8002.69,3601.8,2740.01,2403.19,8956.17
2003-03-17,862.79,7871.64,3722.3,2831.73,2487.12,8804.16
2003-03-18,866.45,7954.46,3747.3,2794.89,2584.61,9041.51
2003-03-19,874.02,8051.04,3765.4,2837.68,2615.22,9158.59
2003-03-20,875.67,8195.05,3765.7,2794.83,2604.85,9194.56
2003-03-21,895.79,8195.05,3861.1,2890.68,2715.06,9179.19
2003-03-24,864.23,8435.07,3743.3,2726.85,2548.37,9108.45
2003-03-25,874.74,8238.76,3762,2795.79,2636.1,9062.15
2003-03-26,869.95,8351.92,3793.1,2787.56,2579.33,9047.09
2003-03-27,868.52,8368.67,3729.1,2722.84,2584.05,8872.32
2003-03-28,863.5,8280.16,3708.5,2733,2520.84,8863.36
2003-03-31,848.18,7972.71,3613.3,2618.46,2423.87,8634.45
2003-04-01,858.48,7986.72,3684.8,2635.04,2450.19,8596.89
2003-04-02,880.9,8069.85,3753.4,2743.88,2589.35,8706.19
2003-04-03,876.45,8017.75,3771.1,2788.69,2569.81,8648.16
2003-04-04,878.85,8074.12,3814.4,2837.96,2654.07,8822.45
2003-04-07,879.93,8249.98,3935.8,2935.68,2808.94,8962.21
2003-04-08,878.29,8131.41,3868.8,2893.51,2767.79,8806.66
2003-04-09,865.99,8057.61,3861.4,2888.03,2734.1,8636.85
2003-04-10,871.58,7980.12,3803.3,2808.58,2697.1,8625.72
2003-04-11,868.3,7816.49,3808.1,2838.14,2733.95,8645.65
2003-04-14,885.23,7752.1,3849.4,2874.98,2776.78,8533.55
2003-04-15,890.81,7838.83,3916.8,2921.52,2834.12,8632.1
2003-04-16,879.91,7879.49,3854.9,2895.16,2824.68,8675.14
2003-04-17,893.58,7821.9,3889.2,2898.61,2899.78,8579.14
2003-04-18,893.58,7874.51,3889.2,2898.61,2899.78,8579.14
2003-04-21,892.01,7969.08,3889.2,2898.61,2899.78,8579.14
2003-04-22,911.37,7790.46,3917.7,2914.6,2960.96,8571.91
2003-04-23,919.02,7793.38,3966.5,2962.67,2974.4,8519.6
2003-04-24,911.43,7854.57,3899,2903.04,2891.62,8442.11
2003-04-25,898.81,7699.5,3870.2,2866.74,2838.23,8409.01
2003-04-28,914.84,7607.88,3940.3,2949.57,2953.92,8435.04
2003-04-29,917.84,7607.88,3927.8,2940.8,2908.96,8744.22
2003-04-30,916.92,7831.42,3926,2953.67,2942.04,8717.22
2003-05-01,916.3,7863.29,3880.1,2953.67,2942.04,8717.22
2003-05-02,930.08,7907.19,3952.6,2963.12,2986,8808.18
2003-05-05,926.55,7907.19,3952.6,2996.22,3013.04,8916.49
2003-05-06,934.39,8083.56,4006.4,3057.56,3066.95,8889.22
2003-05-07,929.62,8109.77,3992.9,3023.96,3005.64,8901.05
2003-05-08,920.27,8031.55,3928.9,2939.17,2886.08,8901.05
2003-05-09,933.41,8152.16,3969.4,2967.89,2956.59,9084.16
2003-05-12,945.11,8221.12,3987.4,2962.63,2937.26,9155.57
2003-05-13,942.3,8190.26,3999.9,2963.63,2909.95,9119.04
2003-05-14,939.28,8244.91,3975,2961.83,2926.03,9103.69
2003-05-15,946.67,8123.4,4011.1,2995.98,2989.38,9126.07
2003-05-16,944.3,8117.29,4049,2994.87,2989.08,9093.18
2003-05-19,920.77,8039.13,3941.3,2867.29,2850.68,9087.37
2003-05-20,919.73,8059.48,3971.6,2877.26,2838.93,9050.4
2003-05-21,923.42,8018.51,3936.4,2881.2,2827.25,9059.8
2003-05-22,931.87,8051.66,3990.4,2903.27,2865.21,9131.49
2003-05-23,933.22,8184.76,3979.8,2897.16,2822.83,9303.73
2003-05-26,933.22,8227.32,3979.8,2885.52,2828.28,9492.71
2003-05-27,951.48,8120.24,3992.4,2891.47,2873.6,9420.81
2003-05-28,953.22,8234.18,4071.9,2949.61,2919.54,9510.62
2003-05-29,949.64,8375.36,4083.6,2969.18,2906.71,9508.55
2003-05-30,963.59,8424.51,4048.1,2991.75,2982.68,9487.38
2003-06-02,967,8547.17,4129.3,3048.32,3064.56,9637.53
2003-06-03,971.56,8564.49,4115.7,3039.41,3026.82,9662.82
2003-06-04,986.24,8557.86,4126.6,3063.85,3080.02,9662.82
2003-06-05,990.14,8657.23,4104.3,3034.07,3039.76,9639.01
2003-06-06,987.76,8785.87,4150.8,3093.21,3127.46,9694.63
2003-06-09,975.93,8822.73,4129.1,3055.23,3094.76,9733.51
2003-06-10,984.84,8789.09,4113,3083.85,3140.34,9703.72
2003-06-11,997.48,8890.3,4150.1,3121.9,3178.15,9662.06
2003-06-12,998.51,8918.6,4161.3,3152.16,3219.47,9736.84
2003-06-13,988.61,8980.64,4134.1,3108.94,3168.71,9855.64
2003-06-16,1010.74,8839.83,4152.9,3174.49,3264.5,9862.28
2003-06-17,1011.66,9033,4190.4,3200.75,3286.48,10030.37
2003-06-18,1010.09,9092.97,4207,3213.93,3304.15,9970.3
2003-06-19,994.7,9110.51,4131.5,3164.91,3247.11,9980.11
2003-06-20,995.69,9120.39,4160.1,3190.11,3238.98,9930.31
2003-06-23,981.64,9137.14,4087.9,3119.24,3186.39,9734.29
2003-06-24,983.45,8919.26,4060.9,3103.34,3217.34,9629.35
2003-06-25,975.32,8932.26,4067.9,3108.7,3198.82,9628.99
2003-06-26,985.82,8923.41,4041.7,3103.46,3241.22,9606.11
2003-06-27,976.22,9104.06,4067.8,3109.02,3224.66,9657.21
2003-06-30,974.5,9083.11,4031.2,3084.1,3220.58,9577.12
2003-07-01,982.32,9278.49,3963.9,3013,3146.55,9577.12
2003-07-02,993.75,9592.24,4006.9,3079.07,3241.04,9602.62
2003-07-03,985.7,9624.8,4024.8,3092.09,3241.92,9646.1
2003-07-04,985.7,9547.73,4021.5,3072.4,3239.61,9636.81
2003-07-07,1004.42,9795.16,4074.8,3182.19,3332.87,9892.4
2003-07-08,1007.84,9898.72,4073.6,3177.97,3344.46,9992.87
2003-07-09,1002.21,9990.95,4054.7,3139.93,3322.43,10027.41
2003-07-10,988.7,9955.62,4028.8,3098.28,3269.84,9983.31
2003-07-11,998.14,9635.35,4058.1,3138.27,3326.51,9911.5
2003-07-14,1003.86,9755.63,4127.6,3190.23,3396.07,10122.4
2003-07-15,1000.42,9751,4102.5,3179.33,3384.69,10135.55
2003-07-16,994.09,9735.97,4077.1,3150.72,3387.64,10207.17
2003-07-17,981.73,9498.86,4056.6,3129.37,3330.68,10096.72
2003-07-18,993.32,9527.73,4073.2,3129.21,3366.71,10140.84
2003-07-21,978.8,9527.73,4044.3,3081.06,3287,10102.86
2003-07-22,988.11,9485.97,4079.7,3092.62,3318.15,10008.71
2003-07-23,988.61,9615.34,4086.5,3089.41,3304.48,9900.56
2003-07-24,981.6,9671,4149.6,3156.86,3374.82,9923.14
2003-07-25,998.68,9648.01,4131.2,3109.32,3356.89,9939.2
2003-07-28,996.52,9839.91,4148.8,3164.93,3417.77,10134.88
2003-07-29,989.28,9834.31,4137,3142.39,3428.12,10198.6
2003-07-30,987.49,9632.66,4141.2,3172.51,3429.03,10121.22
2003-07-31,990.31,9563.21,4157,3210.27,3487.86,10134.83
2003-08-01,980.15,9611.67,4098.4,3169.63,3438.89,10248.6
2003-08-04,982.82,9452.79,4100.1,3142,3405.31,10183.14
2003-08-05,965.46,9382.58,4121,3187.61,3438.36,10177.38
2003-08-06,967.08,9323.91,4070.4,3126.15,3375.66,9987.54
2003-08-07,974.12,9265.56,4095.6,3130.56,3331.89,9958.05
2003-08-08,977.59,9327.53,4147.8,3165.49,3332.24,9945.22
2003-08-11,980.59,9487.8,4176.7,3188.32,3339.58,10093.54
2003-08-12,990.35,9564.81,4185.6,3208.23,3381.71,10184.17
2003-08-13,984.03,9752.75,4180.7,3208.06,3398.89,10301.47
2003-08-14,990.51,9913.47,4237.8,3261.7,3452.7,10374.02
2003-08-15,990.67,9863.47,4247.3,3279.21,3443.93,10424.56
2003-08-18,999.74,10032.97,4272.1,3301.08,3507.23,10525.04
2003-08-19,1002.35,10174.1,4250.8,3310.7,3504.53,10509.29
2003-08-20,1000.3,10292.06,4217.4,3280.34,3501.23,10475.33
2003-08-21,1003.27,10362.69,4223.5,3306.42,3565.47,10643.63
2003-08-22,993.06,10281.17,4225.9,3328.99,3549.05,10760.73
2003-08-25,993.71,10276.64,4225.9,3291.36,3500.09,10764.22
2003-08-26,996.73,10332.57,4177.4,3256.69,3455.48,10753.93
2003-08-27,996.79,10308.99,4206.4,3280.02,3483.08,10678.55
2003-08-28,1002.84,10225.22,4198,3322.95,3492.67,10760.12
2003-08-29,1008.01,10343.55,4161.1,3311.42,3484.58,10908.99
2003-09-01,1008.01,10670.18,4204.4,3358.52,3571.22,10903.4
2003-09-02,1021.99,10690.08,4204.4,3363.93,3567.2,10939.94
2003-09-03,1026.27,10715.69,4262.1,3422.78,3647.51,11102.36
2003-09-04,1027.97,10646.95,4248.8,3410.69,3668.67,11138.62
2003-09-05,1021.39,10650.77,4257.2,3392.75,3607.71,11170.61
2003-09-08,1031.64,10683.76,4292.1,3409.72,3641.53,11165.28
2003-09-09,1023.17,10922.04,4263.9,3375.26,3594.4,11046.82
2003-09-10,1010.92,10856.32,4252.1,3328.71,3536.87,10810.31
2003-09-11,1016.42,10546.33,4242.2,3348.25,3566.85,10883.52
2003-09-12,1018.63,10712.81,4237.8,3322.56,3508.06,10883.52
2003-09-15,1014.81,10712.81,4260.9,3338.36,3516.31,10992.73
2003-09-16,1029.32,10887.03,4299,3386.41,3564.75,11071.38
2003-09-17,1025.97,10990.11,4293,3393.93,3561.03,11140.05
2003-09-18,1039.58,11033.32,4314.7,3415.01,3612.02,11069.22
2003-09-19,1036.3,10938.42,4257,3373.64,3578.7,10968.42
2003-09-22,1022.82,10475.1,4228.2,3282.95,3456.27,10873.27
2003-09-23,1029.03,10475.1,4221.7,3266.04,3411.02,10944.36
2003-09-24,1009.38,10502.29,4236.4,3263.78,3307.34,11295.89
2003-09-25,1003.27,10310.04,4202.2,3230.54,3326.27,11286.52
2003-09-26,996.85,10318.44,4157.1,3216.76,3324.85,11290.15
2003-09-29,1006.58,10229.57,4142.7,3188.71,3323.38,11141.28
2003-09-30,995.97,10219.05,4091.3,3134.99,3256.78,11229.87
2003-10-01,1018.22,10361.24,4169.2,3191.01,3329.83,11229.87
2003-10-02,1020.24,10593.53,4209.1,3192.94,3276.64,11546.12
2003-10-03,1029.85,10709.29,4274,3296.36,3419,11608.72
2003-10-06,1034.35,10740.14,4270.1,3281.36,3404.91,11734.48
2003-10-07,1039.25,10820.33,4272,3254.75,3355.78,11723.92
2003-10-08,1033.78,10542.2,4268.6,3248.61,3395.33,11720.8
2003-10-09,1038.73,10531.44,4313.9,3324.99,3481.9,11800.37
2003-10-10,1038.06,10786.04,4311,3306.12,3471.25,11935.83
2003-10-13,1045.35,10786.04,4362.3,3360.34,3538.39,11961.97
2003-10-14,1049.48,10966.43,4334.1,3344.9,3538.13,11856.02
2003-10-15,1046.76,10899.95,4368.8,3374.98,3570.58,12056.18
2003-10-16,1050.07,11025.15,4339.7,3357.49,3577.72,12027.57
2003-10-17,1039.32,11037.89,4344,3353.72,3516.67,12044.49
2003-10-20,1044.68,11161.71,4347.5,3358.8,3559.33,12147.89
2003-10-21,1046.03,11031.52,4352.3,3363.3,3580.08,12250.69
2003-10-22,1030.36,10889.62,4285.6,3302.7,3490.6,12238.63
2003-10-23,1033.77,10335.16,4240.2,3264.29,3497.14,11737.18
2003-10-24,1028.91,10335.7,4239,3266.27,3452.64,11736.37
2003-10-27,1031.13,10454.12,4251.3,3306.59,3517.1,11749.72
2003-10-28,1046.79,10561.01,4272.9,3352.15,3586.93,12091.88
2003-10-29,1048.11,10739.22,4265.7,3366.95,3615.42,12130.51
2003-10-30,1046.94,10695.56,4300.9,3387.36,3639.66,12143.35
2003-10-31,1050.71,10559.59,4287.6,3373.2,3655.99,12190.1
2003-11-03,1059.02,10559.59,4332.6,3439.07,3744.5,12386.81
2003-11-04,1053.25,10847.97,4330.3,3424.81,3741.71,12440.72
2003-11-05,1051.81,10837.54,4303.4,3393.25,3717.7,12438.92
2003-11-06,1058.05,10552.3,4324.2,3412.18,3733.93,12150.09
2003-11-07,1053.21,10628.98,4376.9,3453.13,3782.56,12215.17
2003-11-10,1047.11,10504.54,4341.8,3425.19,3746.24,12156.68
2003-11-11,1046.57,10207.04,4345.1,3406.05,3729.87,12003.62
2003-11-12,1058.53,10226.22,4371.2,3411.05,3748.34,11971.48
2003-11-13,1058.41,10337.67,4373,3412.55,3765.59,12227.57
2003-11-14,1050.35,10167.06,4397,3448.6,3797.4,12203.53
2003-11-17,1043.63,9786.83,4338.9,3359.3,3674.54,11997.02
2003-11-18,1034.15,9897.05,4354.7,3352.92,3666.28,12027.26
2003-11-19,1042.44,9614.6,4327.4,3343.38,3652.29,11872.99
2003-11-20,1033.65,9865.7,4308,3324.39,3638.04,11845.41
2003-11-21,1035.28,9852.83,4319,3366.12,3642.25,11839.8
2003-11-24,1052.08,9852.83,4382.4,3412.05,3737.09,11848.56
2003-11-25,1053.89,9960.2,4388.7,3418.15,3733.16,12008.07
2003-11-26,1058.45,10144.83,4370.3,3415.19,3712.98,12086.67
2003-11-27,1058.45,10163.38,4361.1,3431.66,3744.99,12075.99
2003-11-28,1058.2,10100.57,4342.6,3424.79,3745.95,12317.47
2003-12-01,1070.12,10403.27,4410,3490.26,3821.2,12456.99
2003-12-02,1066.62,10410.15,4378.9,3471.86,3809.26,12412.23
2003-12-03,1064.73,10326.39,4392,3501.93,3875.66,12361.18
2003-12-04,1069.72,10429.99,4378.2,3496.55,3874.78,12342.65
2003-12-05,1061.5,10373.46,4367,3457.14,3841.73,12314.73
2003-12-08,1069.3,10045.34,4359.8,3434.91,3806.54,12177.44
2003-12-09,1060.18,10124.28,4379.6,3456.12,3846.18,12393.64
2003-12-10,1059.05,9910.56,4335.4,3438.85,3820.92,12398.38
2003-12-11,1071.21,10075.14,4331.3,3467.9,3858.85,12554.58
2003-12-12,1074.14,10169.66,4347.6,3470.6,3860.13,12594.42
2003-12-15,1068.04,10490.77,4348,3490.42,3875.47,12520.17
2003-12-16,1075.13,10271.6,4333,3486.6,3865.98,12260.33
2003-12-17,1076.48,10092.64,4354.2,3479.87,3847.57,12193.12
2003-12-18,1089.18,10104,4397.3,3503.21,3870.88,12240.25
2003-12-19,1088.66,10284.54,4412.3,3502.04,3898.42,12371.75
2003-12-22,1092.94,10372.51,4424,3496.06,3876.94,12487.99
2003-12-23,1096.02,10372.51,4440.9,3500.09,3903.34,12420.51
2003-12-24,1094.04,10371.27,4444.7,3510.3,3903.34,12456.7
2003-12-25,1094.04,10365.35,4444.7,3510.3,3903.34,12456.7
2003-12-26,1095.89,10417.41,4444.7,3510.3,3903.34,12456.7
2003-12-29,1109.48,10500.62,4457.5,3520.79,3952.72,12464.29
2003-12-30,1109.64,10676.64,4470.4,3529.18,3965.16,12526.74
2003-12-31,1111.92,10676.64,4476.9,3557.9,3965.16,12575.94
2004-01-02,1108.48,10676.64,4510.2,3596.8,4018.5,12801.48
2004-01-05,1122.22,10825.17,4513.3,3608.29,4035.9,13005.33
2004-01-06,1123.67,10813.99,4505.2,3595.82,4035.44,13036.32
2004-01-07,1126.33,10757.82,4473,3563.51,4004.4,13157.68
2004-01-08,1131.92,10837.65,4494.2,3592.73,4045.43,13203.59
2004-01-09,1121.86,10965.05,4466.3,3574.8,4016.18,13385.8
2004-01-12,1127.23,10965.05,4449.6,3560.1,3995.91,13352.22
2004-01-13,1121.22,10849.68,4440.1,3576.18,3996.22,13396.65
2004-01-14,1130.52,10863,4461.4,3612.55,4055.21,13320.88
2004-01-15,1132.05,10665.15,4456.1,3626.97,4068.75,13249.81
2004-01-16,1139.83,10857.2,4487.9,3671.8,4111.64,13167.76
2004-01-19,1139.83,11036.33,4518.1,3689.97,4139.92,13253.31
2004-01-20,1138.77,11103.1,4499.3,3660.19,4106.41,13570.43
2004-01-21,1147.62,11002.39,4511.2,3676.38,4138.04,13750.58
2004-01-22,1143.94,11000.7,4476.8,3695.6,4139.86,13750.58
2004-01-23,1141.55,11069.01,4460.8,3693.36,4151.83,13750.58
2004-01-26,1155.37,10972.6,4445.5,3675.72,4128.68,13727.27
2004-01-27,1144.05,10928.03,4447,3697.42,4134.42,13761.88
2004-01-28,1128.48,10852.47,4468.1,3706.79,4150.24,13431.78
2004-01-29,1134.11,10779.44,4411.5,3662.3,4095.71,13334.01
2004-01-30,1131.13,10783.61,4390.7,3638.44,4058.6,13289.37
2004-02-02,1135.26,10776.73,4381.4,3665.02,4071.6,12999.98
2004-02-03,1136.03,10641.92,4390.6,3638.21,4057.51,13090.01
2004-02-04,1126.52,10447.25,4398.5,3607.57,4028.37,13086.73
2004-02-05,1128.59,10464.6,4384.4,3610.31,4014.79,13030.94
2004-02-06,1142.76,10460.92,4402.7,3624.72,4044.99,13309.6
2004-02-09,1139.81,10402.61,4434.4,3663.73,4098.97,13576.68
2004-02-10,1145.54,10365.4,4404.9,3668.45,4110.8,13515.66
2004-02-11,1157.76,10365.4,4396,3677.85,4122.16,13524.76
2004-02-12,1152.11,10459.26,4377.7,3681.56,4121.65,13625.13
2004-02-13,1145.81,10557.69,4412,3649.34,4057.05,13739.8
2004-02-16,1145.81,10548.72,4408.1,3678.07,4070.46,13831.53
2004-02-17,1156.99,10701.13,4461.5,3703.82,4095.86,13815.44
2004-02-18,1151.82,10676.81,4442.9,3709.02,4095.34,13928.38
2004-02-19,1147.06,10753.8,4515.6,3759.32,4141.53,13867.22
2004-02-20,1144.11,10720.69,4515,3733.28,4073.35,13868.37
2004-02-23,1140.99,10868.96,4524.3,3731.15,4068.71,13765.07
2004-02-24,1139.09,10644.13,4496.8,3683.44,3991.42,13756.41
2004-02-25,1143.67,10658.73,4507.5,3702.63,3995.34,13599.47
2004-02-26,1144.91,10815.29,4515.9,3714.49,4007.81,13674.64
2004-02-27,1144.94,11041.92,4492.2,3725.44,4018.16,13907.03
2004-03-01,1155.97,11271.12,4537,3748.87,4054.43,13918.65
2004-03-02,1149.1,11361.51,4540.1,3785.36,4100.34,13731.35
2004-03-03,1151.03,11351.92,4525.1,3758.51,4071.7,13454.09
2004-03-04,1154.87,11401.79,4559.1,3776.94,4133.78,13451.56
2004-03-05,1156.86,11537.29,4547.1,3761.11,4126.14,13454.76
2004-03-08,1147.2,11502.86,4553.8,3781.38,4145.99,13573.54
2004-03-09,1140.58,11532.04,4542,3737.03,4087.55,13397.25
2004-03-10,1123.89,11433.24,4545.3,3758.09,4044.7,13214.2
2004-03-11,1106.78,11297.04,4445.2,3646.43,3904.95,13024.06
2004-03-12,1120.57,11162.75,4467.4,3661.78,3915.38,12932.23
2004-03-15,1104.49,11317.9,4412.9,3573.84,3810.76,12919.41
2004-03-16,1110.7,11242.29,4428.9,3588.04,3822.37,12932.62
2004-03-17,1123.75,11436.86,4456.8,3656.04,3896.79,12975.72
2004-03-18,1122.32,11484.28,4397.9,3589.98,3827.43,12816.19
2004-03-19,1109.78,11418.51,4417.7,3613.28,3819.15,12790.58
2004-03-22,1095.4,11318.51,4333.8,3539.22,3729.23,12550.91
2004-03-23,1093.95,11281.09,4318.5,3539.91,3728.82,12588.36
2004-03-24,1091.33,11364.99,4309.4,3518.45,3726.07,12678.13
2004-03-25,1109.19,11530.91,4373.6,3570.4,3811.92,12520.21
2004-03-26,1108.06,11770.65,4357.5,3592.39,3822.33,12483.24
2004-03-29,1122.47,11718.24,4406.7,3634.18,3881.25,12427.34
2004-03-30,1127,11693.68,4412.8,3620.1,3874.04,12641.39
2004-03-31,1126.21,11715.39,4385.7,3625.23,3856.7,12681.67
2004-04-01,1132.17,11683.42,4410.7,3669.98,3924.85,12676.25
2004-04-02,1141.81,11815.95,4465.6,3739.91,4007.6,12731.76
2004-04-05,1150.57,11958.32,4480.7,3781.2,4048.6,12731.76
2004-04-06,1148.16,12079.7,4472.8,3746.11,4022.81,12886.97
2004-04-07,1140.53,12019.62,4468.7,3734.56,4001.16,12920.05
2004-04-08,1139.32,12092.59,4489.7,3740.11,4013.53,12909.37
2004-04-09,1139.32,11897.51,4489.7,3740.11,4013.53,12909.37
2004-04-12,1145.2,12042.7,4489.7,3740.11,4013.53,12909.37
2004-04-13,1129.44,12127.82,4515.8,3774.69,4071.42,13031.81
2004-04-14,1128.17,12098.18,4485.4,3731.43,4012.77,12669.86
2004-04-15,1128.84,11800.4,4505.5,3722.76,4004.61,12479.26
2004-04-16,1134.61,11824.56,4537.3,3751.59,4033.98,12458.38
2004-04-19,1135.82,11764.21,4546.2,3743.43,4025.07,12450
2004-04-20,1118.15,11952.26,4569,3773.43,4061.13,12394.37
2004-04-21,1124.09,11944.3,4539.9,3743.15,4026.15,12227.3
2004-04-22,1139.93,11980.1,4571.8,3785.55,4059.15,12167.7
2004-04-23,1140.6,12120.66,4570,3811.43,4103.62,12383.94
2004-04-26,1135.53,12163.89,4571.8,3785.55,4125.83,12132.68
2004-04-27,1138.11,12044.88,4575.7,3782.09,4134.1,12154.91
2004-04-28,1122.41,12004.29,4524.5,3722.59,4065.74,12165.31
2004-04-29,1113.89,12004.29,4519.5,3689.39,4008.91,12005.58
2004-04-30,1107.3,11761.79,4489.7,3674.28,3985.21,11942.96
2004-05-03,1117.49,11761.79,4489.7,3705.48,4007.65,11950.62
2004-05-04,1119.55,11761.79,4547.2,3700.79,3990.75,12098.3
2004-05-05,1121.53,11761.79,4569.5,3729.38,4022.1,11950.46
2004-05-06,1113.99,11571.34,4516.2,3655.14,3909.46,12010.31
2004-05-07,1098.7,11438.82,4498.4,3653.18,3895.64,11910.76
2004-05-10,1087.12,10884.7,4395.2,3553.35,3784.61,11485.5
2004-05-11,1095.45,10907.18,4454.7,3606.41,3849.84,11508.09
2004-05-12,1097.28,11153.58,4412.9,3564.34,3776.24,11528.18
2004-05-13,1096.44,10825.1,4453.8,3614.24,3824.93,11396.94
2004-05-14,1095.7,10849.63,4441.8,3603.26,3803.1,11276.86
2004-05-17,1084.1,10505.05,4403,3553.02,3754.37,10967.65
2004-05-18,1091.49,10711.09,4414.4,3569.14,3789.24,11072.39
2004-05-19,1088.68,10967.74,4471.8,3643.32,3872.26,11469.41
2004-05-20,1089.19,10862.04,4428.7,3609.97,3839.32,11339.62
2004-05-21,1093.56,11070.25,4431.4,3607.02,3831.84,11576.01
2004-05-24,1095.41,11101.64,4428.9,3628.82,3867.84,11662.97
2004-05-25,1113.05,10962.93,4418,3610.53,3828.07,11692.56
2004-05-26,1114.94,11152.09,4438.3,3659.92,3867.52,11692.56
2004-05-27,1121.28,11166.03,4453.6,3679.37,3913.33,11983.9
2004-05-28,1120.68,11309.57,4430.7,3652.03,3902.72,12116.87
2004-05-31,1120.68,11236.37,4430.7,3669.63,3921.41,12198.24
2004-06-01,1121.2,11296.76,4422.7,3624.47,3864.18,12105.55
2004-06-02,1124.99,11242.34,4422.8,3646.23,3888.31,12201.75
2004-06-03,1116.64,11027.05,4435.4,3654.37,3917.08,11929.93
2004-06-04,1122.5,11128.05,4454.4,3698.87,3961.93,12022.64
2004-06-07,1140.42,11439.92,4491.6,3722.23,4017.81,12326.85
2004-06-08,1142.18,11521.93,4504.8,3723.46,4018.95,12344.16
2004-06-09,1131.33,11449.74,4489.5,3699.29,3997.76,12339.94
2004-06-10,1136.47,11575.97,4486.1,3711.38,4021.64,12422.87
2004-06-11,1136.47,11526.82,4484,3699.38,4014.56,12396.39
2004-06-14,1125.29,11491.66,4433.2,3647.1,3948.65,12076.57
2004-06-15,1132.01,11387.7,4458.6,3683.43,3987.3,12050.69
2004-06-16,1133.56,11641.72,4491.1,3714.5,4003.24,12161.78
2004-06-17,1132.05,11607.9,4493.3,3718.08,3985.46,12082.86
2004-06-18,1135.02,11382.08,4505.8,3740.9,3999.79,11855.55
2004-06-21,1130.3,11600.16,4502.2,3740.28,3989.31,11845.59
2004-06-22,1134.41,11581.27,4468.5,3700.32,3928.39,11845.59
2004-06-23,1144.06,11580.56,4486.7,3720.14,3945.1,11849.77
2004-06-24,1140.65,11744.15,4503.2,3755.75,4007.05,12163.68
2004-06-25,1134.43,11780.4,4494.1,3742.38,4013.35,12185.52
2004-06-28,1133.35,11884.06,4518.7,3771.58,4069.35,12194.6
2004-06-29,1136.2,11860.81,4512.4,3756.48,4069.73,12116.3
2004-06-30,1140.84,11858.87,4464.1,3732.99,4052.73,12285.75
2004-07-01,1128.94,11896.01,4424.7,3716.2,4035.02,12285.75
