ESCBFX,AUD,CAD,CHF,GBP,HKD,JPY,USD
2005-08-04,1.599,1.4984,1.5571,0.69385,9.5767,137.33,1.2319
2005-08-05,1.6069,1.51,1.5593,0.6956,9.6262,138.13,1.2386
2005-08-08,1.6145,1.4996,1.5595,0.6916,9.6135,138.13,1.237
2005-08-09,1.6246,1.5015,1.556,0.6929,9.6118,138.64,1.2367
2005-08-10,1.6207,1.5,1.5566,0.69035,9.6167,137.4,1.2377
2005-08-11,1.6103,1.4976,1.5537,0.68825,9.6375,136.94,1.2405
2005-08-12,1.6105,1.4935,1.5533,0.68675,9.6778,136.32,1.2457
2005-08-15,1.6036,1.4801,1.5513,0.6836,9.6128,135.54,1.2374
2005-08-16,1.604,1.4812,1.5518,0.68145,9.5684,134.63,1.2313
2005-08-17,1.6103,1.4773,1.5486,0.6793,9.5555,134.85,1.2296
2005-08-18,1.6169,1.4846,1.5463,0.67755,9.4891,134.82,1.2213
2005-08-19,1.6199,1.4831,1.5488,0.6784,9.4683,134.51,1.2183
2005-08-22,1.6177,1.4765,1.5513,0.67815,9.505,133.93,1.2231
2005-08-23,1.6194,1.4675,1.5534,0.6802,9.5095,134.61,1.2233
2005-08-24,1.618,1.4613,1.5545,0.68035,9.4925,134.77,1.2211
2005-08-25,1.6173,1.4621,1.5478,0.682,9.5376,135.02,1.2272
2005-08-26,1.6209,1.4709,1.5467,0.68185,9.5617,134.93,1.2307
2005-08-29,1.6292,1.4634,1.5453,0.6816,9.5481,135.73,1.2289
2005-08-30,1.6299,1.4628,1.5512,0.68275,9.4658,135.81,1.2181
2005-08-31,1.6343,1.4552,1.5485,0.6829,9.4811,136.06,1.2198
2005-09-01,1.6374,1.4708,1.5463,0.68335,9.6263,136.95,1.2388
2005-09-02,1.6411,1.4885,1.5437,0.6818,9.7415,137.66,1.2541
2005-09-05,1.6329,1.4868,1.5429,0.67855,9.7386,136.69,1.2538
2005-09-06,1.6271,1.4865,1.5436,0.6767,9.697,136.75,1.2483
2005-09-07,1.6224,1.4826,1.5431,0.6771,9.6712,136.97,1.2451
2005-09-08,1.6129,1.4686,1.543,0.6762,9.6443,137.16,1.2418
2005-09-09,1.607,1.4602,1.5435,0.67535,9.6414,136.63,1.2415
2005-09-12,1.5945,1.4587,1.5443,0.67435,9.5565,135.2,1.2313
2005-09-13,1.5988,1.4552,1.5474,0.6741,9.5288,136.17,1.2276
2005-09-14,1.5953,1.4523,1.5469,0.6734,9.5556,135.42,1.2314
2005-09-15,1.589,1.4483,1.5469,0.6765,9.484,134.89,1.2223
2005-09-16,1.5933,1.4487,1.551,0.6765,9.5008,135.78,1.2243
2005-09-19,1.5887,1.4316,1.5511,0.6728,9.4219,135.31,1.2139
2005-09-20,1.5768,1.4178,1.5524,0.6734,9.4337,135.43,1.2154
2005-09-21,1.5834,1.4264,1.5519,0.67505,9.4884,135.95,1.2225
2005-09-22,1.5909,1.4244,1.5534,0.6787,9.4857,135.89,1.2224
2005-09-23,1.5935,1.4209,1.5557,0.6785,9.4018,135.07,1.2118
2005-09-26,1.5919,1.4167,1.5566,0.67895,9.333,135.21,1.2031
2005-09-27,1.5907,1.4095,1.5578,0.68025,9.3129,136.01,1.2005
2005-09-28,1.5858,1.4171,1.5556,0.681,9.3397,136.08,1.2037
2005-09-29,1.5831,1.4155,1.5578,0.6826,9.359,135.92,1.2063
2005-09-30,1.5828,1.4063,1.5561,0.68195,9.3412,136.25,1.2042
2005-10-03,1.5653,1.3903,1.5537,0.68,9.2571,136.07,1.1933
2005-10-04,1.5627,1.3935,1.5508,0.6786,9.2606,136.44,1.1938
2005-10-05,1.5726,1.4027,1.5506,0.6779,9.2666,136.06,1.1947
2005-10-06,1.5929,1.4261,1.546,0.68175,9.3538,137.3,1.2061
2005-10-07,1.6016,1.4325,1.5484,0.687,9.418,137.82,1.2144
2005-10-10,1.5929,1.4208,1.5496,0.68825,9.378,137.9,1.2088
2005-10-11,1.5929,1.4203,1.5474,0.6865,9.3258,137.22,1.2022
2005-10-12,1.5927,1.4079,1.5478,0.6865,9.3167,137.49,1.2008
2005-10-13,1.5993,1.4062,1.5514,0.6849,9.2936,137.54,1.198
2005-10-14,1.5982,1.4209,1.5506,0.6854,9.3077,137.67,1.1999
2005-10-17,1.6024,1.4235,1.5536,0.6846,9.3259,138,1.2022
2005-10-18,1.5997,1.4167,1.5558,0.68415,9.2618,138.29,1.1937
2005-10-19,1.5961,1.4068,1.5516,0.68005,9.2722,138.07,1.195
2005-10-20,1.5919,1.4062,1.5511,0.6767,9.2745,138.19,1.1953
2005-10-21,1.6005,1.4162,1.5463,0.6771,9.318,138.87,1.2012
2005-10-24,1.5969,1.4226,1.5446,0.6759,9.2638,138.15,1.1944
2005-10-25,1.5976,1.4261,1.5441,0.67665,9.3195,138.78,1.2017
2005-10-26,1.5981,1.4189,1.5474,0.6798,9.3508,139.67,1.2059
2005-10-27,1.5983,1.4168,1.5462,0.6794,9.4058,139.89,1.213
2005-10-28,1.6114,1.4211,1.5459,0.6809,9.4109,140.03,1.2138
2005-10-31,1.6037,1.4161,1.5455,0.67665,9.3207,139.64,1.2023
2005-11-01,1.609,1.4201,1.5466,0.679,9.3087,140.02,1.2008
2005-11-02,1.6192,1.4153,1.5422,0.67895,9.2971,140.26,1.1992
2005-11-03,1.6222,1.4164,1.5428,0.67825,9.3348,140.76,1.2041
2005-11-04,1.6207,1.409,1.5439,0.6764,9.2516,140.52,1.1933
2005-11-07,1.6138,1.4021,1.5429,0.67655,9.1673,139.23,1.1824
2005-11-08,1.6055,1.4036,1.5412,0.6761,9.1043,138.22,1.1741
2005-11-09,1.5995,1.3951,1.5431,0.6753,9.1054,137.68,1.1738
2005-11-10,1.6041,1.3966,1.5393,0.6729,9.1222,138.41,1.1762
2005-11-11,1.5989,1.3939,1.5381,0.6731,9.0715,138.11,1.1697
2005-11-14,1.607,1.4003,1.5397,0.67285,9.0861,139.06,1.1713
2005-11-15,1.602,1.3961,1.5413,0.6732,9.0495,139.11,1.1667
2005-11-16,1.6026,1.3961,1.5469,0.6769,9.0565,139.4,1.1677
2005-11-17,1.5944,1.3892,1.5467,0.6795,9.0655,138.82,1.1692
2005-11-18,1.5966,1.3892,1.5468,0.6815,9.0554,139.27,1.1679
2005-11-21,1.6022,1.4062,1.5488,0.68675,9.158,140.41,1.1811
2005-11-22,1.5965,1.385,1.5471,0.68465,9.0726,139.72,1.1701
2005-11-23,1.5988,1.3817,1.5491,0.6846,9.1301,139.78,1.1776
2005-11-24,1.5939,1.3796,1.5501,0.68345,9.1361,140.03,1.1783
2005-11-25,1.5975,1.3762,1.5473,0.6834,9.1216,140.44,1.1763
2005-11-28,1.5949,1.3716,1.5471,0.6855,9.0928,140.39,1.1726
2005-11-29,1.5933,1.3787,1.5476,0.6843,9.1441,140.57,1.1793
2005-11-30,1.5925,1.3741,1.5485,0.68215,9.1263,140.8,1.1769
2005-12-01,1.5852,1.3723,1.5467,0.6798,9.1083,141.18,1.1745
2005-12-02,1.572,1.3612,1.5437,0.67745,9.0713,141.36,1.1697
2005-12-05,1.5698,1.3599,1.5442,0.6773,9.1242,142.19,1.1767
2005-12-06,1.5644,1.3607,1.541,0.67905,9.1366,142.64,1.1783
2005-12-07,1.5686,1.3626,1.5401,0.6769,9.0806,141.68,1.171
2005-12-08,1.5762,1.3677,1.5387,0.67495,9.122,141.82,1.1764
2005-12-09,1.5709,1.3665,1.5398,0.6732,9.1384,142.01,1.1785
2005-12-12,1.5831,1.3747,1.5413,0.6743,9.2469,143.46,1.1925
2005-12-13,1.5822,1.3739,1.5433,0.67425,9.2461,143.47,1.1925
2005-12-14,1.5892,1.3776,1.5421,0.6783,9.3196,142.23,1.202
2005-12-15,1.6026,1.3888,1.542,0.6767,9.3024,139.28,1.1999
2005-12-16,1.6122,1.386,1.546,0.67745,9.29,139.28,1.1983
2005-12-19,1.611,1.3932,1.5505,0.6796,9.285,139.24,1.1977
2005-12-20,1.6181,1.402,1.5521,0.6782,9.2681,139.36,1.1955
2005-12-21,1.6184,1.3918,1.5529,0.67895,9.2037,139.18,1.1872
2005-12-22,1.6171,1.3799,1.5551,0.681,9.1652,138.84,1.1822
2005-12-23,1.627,1.3842,1.5566,0.6834,9.1945,138.34,1.1859
2005-12-27,1.6261,1.3832,1.5573,0.68295,9.189,138.61,1.1852
2005-12-28,1.632,1.3948,1.5581,0.6863,9.2386,139.61,1.1916
2005-12-29,1.6197,1.3796,1.5585,0.6883,9.1681,139.43,1.1825
2005-12-30,1.6109,1.3725,1.5551,0.6853,9.1474,138.9,1.1797
2006-01-02,1.6125,1.3737,1.5536,0.6865,9.1712,139.56,1.1826
2006-01-03,1.6145,1.3809,1.5535,0.68725,9.2081,139.45,1.1875
2006-01-04,1.6243,1.3934,1.5512,0.68815,9.3692,140.19,1.2083
2006-01-05,1.6206,1.3941,1.5463,0.6888,9.3726,140.31,1.2088
2006-01-06,1.6174,1.4158,1.5452,0.6888,9.3764,140.21,1.2093
2006-01-09,1.6077,1.4142,1.5426,0.6834,9.363,137.85,1.2078
2006-01-10,1.6045,1.4092,1.5437,0.6833,9.3512,138.12,1.2064
2006-01-11,1.6061,1.4073,1.5474,0.6884,9.3702,138.31,1.2088
2006-01-12,1.6059,1.4049,1.5477,0.6846,9.389,137.5,1.2113
2006-01-13,1.604,1.3972,1.5491,0.6814,9.3316,138.13,1.2039
2006-01-16,1.6066,1.4055,1.5497,0.68545,9.3912,139.23,1.2112
2006-01-17,1.6045,1.3996,1.5489,0.68535,9.3631,139.23,1.2075
2006-01-18,1.6181,1.4122,1.5468,0.6864,9.4018,139.51,1.2125
2006-01-19,1.6217,1.4223,1.5537,0.68785,9.3615,139.06,1.2073
2006-01-20,1.6129,1.403,1.5512,0.68525,9.3595,139.15,1.2068
2006-01-23,1.6287,1.4133,1.5471,0.6878,9.5207,140.35,1.2277
2006-01-24,1.6363,1.4123,1.5489,0.6878,9.5175,140.45,1.2272
2006-01-25,1.6273,1.415,1.5479,0.6867,9.5362,141.12,1.2294
2006-01-26,1.6223,1.4149,1.55,0.6859,9.5043,141.85,1.2254
2006-01-27,1.6188,1.396,1.5526,0.6846,9.4409,142.19,1.2172
2006-01-30,1.6118,1.3826,1.5555,0.68365,9.3726,141.99,1.2082
2006-01-31,1.607,1.387,1.5547,0.6843,9.3995,142.17,1.2118
2006-02-01,1.6042,1.3782,1.5538,0.6806,9.3813,142.22,1.2092
2006-02-02,1.6029,1.3786,1.5555,0.6788,9.3604,143.04,1.2066
2006-02-03,1.6037,1.3821,1.5549,0.6791,9.3565,143.05,1.2061
2006-02-06,1.6051,1.3706,1.5558,0.6833,9.2952,142.28,1.1981
2006-02-07,1.6123,1.3734,1.5549,0.6859,9.2899,141.24,1.1973
2006-02-08,1.6195,1.3808,1.5529,0.6861,9.274,141.51,1.1948
2006-02-09,1.6212,1.3761,1.5563,0.6881,9.2923,141.91,1.1972
2006-02-10,1.614,1.3755,1.5551,0.6839,9.2875,140.77,1.197
2006-02-13,1.6125,1.3741,1.5559,0.6837,9.2257,140.35,1.1888
2006-02-14,1.6139,1.3788,1.5574,0.6858,9.2338,139.57,1.1898
2006-02-15,1.6042,1.3734,1.5577,0.6835,9.2393,139.96,1.1904
2006-02-16,1.609,1.3742,1.5588,0.68425,9.2025,140.11,1.1858
2006-02-17,1.6119,1.3725,1.5621,0.6839,9.2067,140.77,1.1863
2006-02-20,1.6108,1.3715,1.5617,0.6848,9.2603,141.11,1.1932
2006-02-21,1.6116,1.3668,1.5598,0.6821,9.2413,141.61,1.1906
2006-02-22,1.6162,1.364,1.5593,0.6828,9.2168,140.91,1.1875
2006-02-23,1.612,1.3718,1.5587,0.68185,9.2775,139.88,1.1957
2006-02-24,1.6062,1.3715,1.5602,0.6803,9.2302,139.11,1.1896
2006-02-27,1.6072,1.359,1.5637,0.68105,9.1957,137.77,1.1852
2006-02-28,1.6051,1.3532,1.5661,0.6796,9.2133,138.18,1.1875
2006-03-01,1.6047,1.3607,1.5614,0.6806,9.2739,138.56,1.1954
2006-03-02,1.5974,1.3524,1.5646,0.6831,9.2485,138.73,1.1921
2006-03-03,1.6123,1.3627,1.5628,0.685,9.3258,139.96,1.202
2006-03-06,1.6169,1.3686,1.5607,0.6855,9.3247,141.04,1.2017
2006-03-07,1.618,1.3636,1.5616,0.6858,9.2462,140.34,1.1913
2006-03-08,1.6227,1.3733,1.5598,0.68605,9.2469,140.35,1.1914
2006-03-09,1.6194,1.3793,1.5635,0.6858,9.2513,140.1,1.192
2006-03-10,1.6217,1.3867,1.5664,0.6862,9.2512,141.11,1.1919
2006-03-13,1.6284,1.3841,1.5686,0.69015,9.2512,141.94,1.1922
2006-03-14,1.6301,1.3864,1.5671,0.68855,9.2699,141.31,1.1948
2006-03-15,1.6277,1.3885,1.5653,0.6892,9.331,141.31,1.2026
2006-03-16,1.6389,1.399,1.5674,0.69085,9.3628,142.06,1.2069
2006-03-17,1.6669,1.4072,1.5735,0.6945,9.4529,141.47,1.2185
2006-03-20,1.6921,1.4213,1.5717,0.6937,9.4456,141.07,1.2174
2006-03-21,1.6903,1.4143,1.5738,0.6942,9.4234,141.61,1.2144
2006-03-22,1.6859,1.4139,1.5736,0.6914,9.3656,141.34,1.2069
2006-03-23,1.6783,1.4049,1.577,0.69175,9.354,141.12,1.2055
2006-03-24,1.6894,1.3995,1.5763,0.6908,9.2875,141.52,1.1969
2006-03-27,1.6999,1.41,1.5733,0.6883,9.3312,140.15,1.2025
2006-03-28,1.6992,1.408,1.5715,0.6907,9.3768,141.09,1.2084
2006-03-29,1.706,1.4098,1.5742,0.69185,9.3218,141.58,1.2012
2006-03-30,1.6962,1.4108,1.5746,0.6946,9.387,141.9,1.2096
2006-03-31,1.6997,1.4084,1.5801,0.6964,9.3923,142.42,1.2104
2006-04-03,1.6828,1.4172,1.5802,0.6977,9.3611,142.77,1.2063
2006-04-04,1.6951,1.4281,1.5804,0.69835,9.4804,143.69,1.2217
2006-04-05,1.6921,1.424,1.5791,0.7006,9.5145,144.16,1.2262
2006-04-06,1.6799,1.4225,1.5793,0.70055,9.5529,144.81,1.2312
2006-04-07,1.6653,1.3975,1.5757,0.69645,9.4469,143.57,1.2179
2006-04-10,1.6616,1.3878,1.5756,0.6938,9.3856,143.22,1.2099
2006-04-11,1.656,1.3864,1.5776,0.6939,9.3924,143.73,1.2105
2006-04-12,1.6582,1.3883,1.5727,0.69165,9.4062,143.22,1.2125
2006-04-13,1.6634,1.3885,1.5705,0.6903,9.3822,143.48,1.2094
2006-04-18,1.66,1.4029,1.5645,0.6915,9.5029,144.53,1.2252
2006-04-19,1.6596,1.4063,1.5688,0.69135,9.5736,144.6,1.2346
2006-04-20,1.6594,1.4039,1.5723,0.6924,9.5742,145.27,1.2346
2006-04-21,1.6623,1.4008,1.5755,0.69245,9.5502,144.36,1.2315
2006-04-24,1.6562,1.4064,1.5712,0.6919,9.5872,142.17,1.2365
2006-04-25,1.6636,1.413,1.5733,0.6944,9.6338,142.11,1.2425
2006-04-26,1.6623,1.4058,1.5776,0.696,9.6355,142.87,1.2425
2006-04-27,1.6546,1.4043,1.5814,0.6958,9.6267,142.71,1.2414
2006-04-28,1.6599,1.4097,1.5713,0.6942,9.7204,143.29,1.2537
2006-05-02,1.661,1.4005,1.5622,0.68865,9.8036,143.48,1.2643
2006-05-03,1.6417,1.3979,1.5623,0.6869,9.7859,143.38,1.2622
2006-05-04,1.6393,1.4003,1.5616,0.684,9.7623,143.62,1.2592
2006-05-05,1.6482,1.4063,1.5615,0.6868,9.8362,144.51,1.2688
2006-05-08,1.6515,1.4137,1.5581,0.6846,9.8874,141.88,1.2756
2006-05-09,1.6515,1.4114,1.5582,0.6835,9.8431,141.62,1.2697
2006-05-10,1.6483,1.4047,1.5591,0.6861,9.9067,141.27,1.2779
2006-05-11,1.6484,1.4044,1.5592,0.6824,9.8593,141.41,1.2716
2006-05-12,1.6609,1.4214,1.5496,0.6808,10.013,141.56,1.2914
2006-05-15,1.6791,1.4305,1.5509,0.6812,9.9441,141.32,1.2826
2006-05-16,1.6822,1.4263,1.5525,0.6811,9.9375,141.33,1.2817
2006-05-17,1.671,1.422,1.5518,0.6793,9.9883,140.88,1.2882
2006-05-18,1.6739,1.4235,1.5493,0.67755,9.9022,141.94,1.277
2006-05-19,1.6787,1.4321,1.5561,0.6801,9.9014,142.64,1.2767
2006-05-22,1.6991,1.4352,1.5509,0.6803,9.8889,143.55,1.2753
2006-05-23,1.6996,1.4327,1.5517,0.6821,9.9582,143.04,1.2841
2006-05-24,1.7023,1.4418,1.5509,0.68285,9.9667,143.86,1.2851
2006-05-25,1.6862,1.4235,1.5558,0.68315,9.8926,143.08,1.2755
2006-05-26,1.6884,1.4182,1.5589,0.685,9.9256,143.5,1.2797
2006-05-29,1.6812,1.4088,1.5617,0.6855,9.8957,143.23,1.2758
2006-05-30,1.6848,1.4138,1.5585,0.6847,9.96,144.05,1.2839
2006-05-31,1.6953,1.4107,1.56,0.6859,9.9826,144.32,1.2868
2006-06-01,1.7081,1.4099,1.5628,0.6847,9.8803,144.19,1.2736
2006-06-02,1.7151,1.4148,1.5629,0.68685,9.9424,144.59,1.2815
2006-06-05,1.7254,1.4235,1.5597,0.6884,10.0536,144.66,1.2958
2006-06-06,1.7253,1.4257,1.5608,0.6887,9.9689,144.74,1.2847
2006-06-07,1.726,1.4264,1.5613,0.6878,9.926,144.89,1.2789
2006-06-08,1.71,1.424,1.5617,0.6903,9.8852,145.66,1.2735
2006-06-09,1.6902,1.4067,1.5569,0.68685,9.8247,144.25,1.2659
2006-06-12,1.6856,1.3871,1.554,0.6824,9.7577,143.89,1.2572
2006-06-13,1.697,1.3905,1.5517,0.68335,9.759,144.14,1.2571
2006-06-14,1.7004,1.3993,1.5514,0.68265,9.7518,144.68,1.2563
2006-06-15,1.7078,1.4045,1.5522,0.68225,9.7873,144.84,1.261
2006-06-16,1.7054,1.4101,1.5562,0.6829,9.8216,145.41,1.2651
2006-06-19,1.706,1.413,1.5573,0.68175,9.7783,145.43,1.2591
2006-06-20,1.7017,1.4026,1.5596,0.6824,9.7437,144.43,1.2546
2006-06-21,1.7181,1.4051,1.5618,0.6855,9.8112,145.22,1.2632
2006-06-22,1.7112,1.4023,1.5636,0.68735,9.7712,145.48,1.2582
2006-06-23,1.7096,1.4041,1.5641,0.688,9.7118,145.5,1.2502
2006-06-26,1.7157,1.4056,1.5632,0.6901,9.7559,146.13,1.2561
2006-06-27,1.717,1.4112,1.5669,0.6907,9.7605,146.42,1.2567
2006-06-28,1.7228,1.4138,1.5631,0.69035,9.7641,146.12,1.257
2006-06-29,1.718,1.4025,1.5644,0.6911,9.7326,146,1.2529
2006-06-30,1.7117,1.4132,1.5672,0.6921,9.8745,145.75,1.2713
2006-07-03,1.7214,1.4212,1.5674,0.6933,9.9345,146.66,1.279
2006-07-04,1.715,1.4205,1.5677,0.69285,9.936,146.57,1.2791
2006-07-05,1.7172,1.4152,1.5677,0.6937,9.9425,146.74,1.2794
2006-07-06,1.7157,1.4182,1.5685,0.694,9.8961,147.09,1.2735
2006-07-07,1.7095,1.4228,1.569,0.69445,9.928,146.59,1.2778
2006-07-10,1.7039,1.4335,1.5672,0.69205,9.9092,145.17,1.2752
2006-07-11,1.6945,1.4357,1.5665,0.69225,9.9002,145.69,1.2736
2006-07-12,1.688,1.4452,1.5658,0.6915,9.8933,146.56,1.2722
2006-07-13,1.6827,1.4378,1.562,0.6897,9.8698,146.33,1.2692
2006-07-14,1.6806,1.4289,1.5607,0.6875,9.8493,146.83,1.2666
2006-07-17,1.6753,1.4186,1.5628,0.6884,9.7512,146.66,1.2541
2006-07-18,1.6684,1.4213,1.5641,0.6849,9.7418,146.61,1.2531
2006-07-19,1.6766,1.4214,1.5692,0.68365,9.7059,146.91,1.2482
2006-07-20,1.6829,1.4334,1.5707,0.683,9.8312,147.68,1.2643
2006-07-21,1.6833,1.4347,1.5708,0.6829,9.8593,146.96,1.268
2006-07-24,1.6773,1.4405,1.5746,0.6816,9.8256,147.32,1.2633
2006-07-25,1.6727,1.4406,1.5737,0.6833,9.8276,147.52,1.2636
2006-07-26,1.6599,1.4323,1.5756,0.68415,9.7899,147.1,1.2587
2006-07-27,1.6671,1.442,1.5743,0.6842,9.9008,147.25,1.2737
2006-07-28,1.6652,1.4387,1.5725,0.6825,9.8452,146.57,1.2664
2006-07-31,1.6672,1.4346,1.5713,0.6843,9.9216,145.82,1.2767
2006-08-01,1.6754,1.4457,1.5718,0.6837,9.9174,146.42,1.2759
2006-08-02,1.6711,1.4441,1.5729,0.68215,9.9487,146.88,1.2798
2006-08-03,1.6772,1.438,1.5746,0.67805,9.9355,146.84,1.2781
2006-08-04,1.6817,1.4492,1.5779,0.6759,9.9444,147.66,1.2792
2006-08-07,1.6863,1.447,1.572,0.674,9.9916,147.87,1.285
2006-08-08,1.6894,1.4369,1.5738,0.6738,9.9839,147.7,1.2839
2006-08-09,1.6846,1.442,1.5754,0.6753,10.0163,148.17,1.2879
2006-08-10,1.6706,1.4391,1.5768,0.6752,9.9979,147.62,1.2857
2006-08-11,1.6638,1.4353,1.5798,0.6738,9.9352,148.21,1.2775
2006-08-14,1.6692,1.4338,1.5807,0.67435,9.8935,148.34,1.2718
2006-08-15,1.6703,1.4393,1.5817,0.67365,9.8993,148.36,1.2725
2006-08-16,1.6733,1.4342,1.5787,0.6762,9.9505,148.7,1.2793
2006-08-17,1.6808,1.4384,1.5779,0.6791,10.014,148.56,1.2879
2006-08-18,1.6879,1.4372,1.5818,0.68035,9.9524,148.33,1.2802
2006-08-21,1.692,1.444,1.5785,0.6808,10.0448,149.43,1.2919
2006-08-22,1.6804,1.4317,1.5777,0.6784,9.9632,149.17,1.2812
2006-08-23,1.6735,1.4243,1.5799,0.6773,9.9649,149.09,1.2812
2006-08-24,1.6794,1.4235,1.5808,0.6774,9.9789,149.28,1.2831
2006-08-25,1.6797,1.4122,1.5809,0.6762,9.928,149.64,1.2762
2006-08-28,1.6895,1.4184,1.5802,0.6755,9.957,149.85,1.28
2006-08-29,1.6773,1.4206,1.5774,0.6745,9.9612,149.54,1.2808
2006-08-30,1.679,1.419,1.5768,0.67405,9.9697,150.08,1.2818
2006-08-31,1.681,1.423,1.5751,0.6741,9.9945,150.56,1.2851
2006-09-01,1.6753,1.4163,1.5791,0.6728,9.9695,150.3,1.2817
2006-09-04,1.668,1.4219,1.5812,0.67475,9.9959,149.22,1.2852
2006-09-05,1.6647,1.4242,1.5809,0.67495,9.963,148.47,1.281
2006-09-06,1.6672,1.4228,1.5844,0.6791,9.9498,149.23,1.2793
2006-09-07,1.6728,1.4066,1.5822,0.67955,9.9006,148.05,1.2731
2006-09-08,1.6777,1.4155,1.5817,0.6793,9.8878,147.91,1.2713
2006-09-11,1.6872,1.4245,1.5792,0.6816,9.8901,149.14,1.2713
2006-09-12,1.687,1.4227,1.5795,0.6785,9.8866,149.49,1.2709
2006-09-13,1.6885,1.4228,1.5892,0.67655,9.8636,149.23,1.2677
2006-09-14,1.6839,1.4207,1.5878,0.6743,9.9013,149.58,1.2723
2006-09-15,1.6853,1.4203,1.5946,0.6739,9.8642,149.09,1.2675
2006-09-18,1.6821,1.42,1.5887,0.6748,9.8588,149.47,1.2665
2006-09-19,1.6802,1.4201,1.5903,0.6732,9.8526,148.81,1.2654
2006-09-20,1.6844,1.4299,1.5875,0.6731,9.8691,148.7,1.2676
2006-09-21,1.6856,1.4302,1.5887,0.6706,9.9092,148.84,1.2731
2006-09-22,1.7013,1.4264,1.5812,0.67365,9.9761,148.89,1.2817
2006-09-25,1.6987,1.4259,1.5799,0.6712,9.939,148.78,1.2768
2006-09-26,1.6859,1.4149,1.5776,0.6695,9.8852,147.83,1.2695
2006-09-27,1.6915,1.4143,1.5796,0.67105,9.8784,148.9,1.2684
2006-09-28,1.6959,1.4132,1.5838,0.67715,9.9027,149.57,1.2713
2006-09-29,1.6992,1.4136,1.5881,0.6777,9.864,149.34,1.266
2006-10-02,1.7042,1.4226,1.5841,0.6779,9.8829,149.99,1.2685
2006-10-03,1.7052,1.4246,1.5848,0.6742,9.9238,149.86,1.2737
2006-10-04,1.7049,1.4299,1.5888,0.6743,9.8836,149.8,1.2684
2006-10-05,1.7019,1.4321,1.5887,0.6761,9.9059,149.45,1.2721
2006-10-06,1.6969,1.4234,1.5881,0.6729,9.8582,149.47,1.2664
2006-10-09,1.6927,1.4154,1.589,0.6756,9.8169,150.09,1.2603
2006-10-10,1.6853,1.4154,1.5909,0.67475,9.7713,149.97,1.2538
2006-10-11,1.683,1.4239,1.5932,0.67575,9.7749,149.96,1.2543
2006-10-12,1.6723,1.4251,1.5932,0.6753,9.7641,149.87,1.2531
2006-10-13,1.6689,1.4246,1.5932,0.6744,9.7729,149.84,1.255
2006-10-16,1.6623,1.4231,1.5918,0.6727,9.7412,149.13,1.2515
2006-10-17,1.6616,1.4232,1.5895,0.6708,9.7456,148.67,1.2524
2006-10-18,1.6618,1.4286,1.5897,0.67005,9.764,148.83,1.2543
2006-10-19,1.6603,1.4266,1.5897,0.6723,9.7826,149.08,1.2561
2006-10-20,1.6607,1.4156,1.5867,0.6693,9.8242,149.29,1.2618
2006-10-23,1.6555,1.4158,1.5904,0.6706,9.7745,149.71,1.2556
2006-10-24,1.657,1.418,1.5918,0.67015,9.7594,149.98,1.2541
2006-10-25,1.6561,1.4191,1.5916,0.6702,9.7905,149.93,1.258
2006-10-26,1.66,1.4259,1.5924,0.67155,9.8456,150.4,1.2653
2006-10-27,1.6561,1.4262,1.5911,0.6706,9.8699,150.26,1.2683
2006-10-30,1.6542,1.4255,1.5882,0.668,9.8862,149.17,1.2717
2006-10-31,1.6509,1.4331,1.5887,0.6685,9.8766,149.59,1.2696
2006-11-01,1.648,1.4471,1.588,0.66845,9.9232,149.24,1.2757
2006-11-02,1.6511,1.4489,1.5894,0.6691,9.9294,149.4,1.2767
2006-11-03,1.6527,1.4402,1.5929,0.6688,9.9237,149.62,1.276
2006-11-06,1.6507,1.4418,1.5965,0.6698,9.8847,150.45,1.2702
2006-11-07,1.65,1.4385,1.5963,0.66975,9.9298,150.37,1.2755
2006-11-08,1.6601,1.4448,1.5952,0.67045,9.9455,150.35,1.2776
2006-11-09,1.6689,1.4489,1.5967,0.6724,9.9613,151.16,1.2796
2006-11-10,1.6755,1.4531,1.5933,0.6723,10.0126,151.17,1.2864
2006-11-13,1.6796,1.4572,1.5937,0.6737,9.9886,151.28,1.283
2006-11-14,1.6765,1.4602,1.5956,0.67605,9.9837,150.88,1.2824
2006-11-15,1.6733,1.4572,1.599,0.6784,9.9607,151.01,1.2792
2006-11-16,1.668,1.4572,1.5977,0.6781,9.9695,151.16,1.2804
2006-11-17,1.6706,1.4651,1.6008,0.6776,9.9485,151.17,1.2774
2006-11-20,1.6687,1.4676,1.5928,0.6768,9.9993,151.57,1.2841
2006-11-21,1.6646,1.4676,1.5933,0.6748,9.9775,151.24,1.2814
2006-11-22,1.6669,1.4686,1.5884,0.6749,10.0337,150.75,1.2886
2006-11-23,1.6725,1.4769,1.5843,0.6765,10.0822,150.61,1.2953
2006-11-24,1.6817,1.4817,1.5826,0.6769,10.1716,151.36,1.3078
2006-11-27,1.6848,1.4866,1.5855,0.6777,10.1972,152.24,1.3114
2006-11-28,1.6861,1.4863,1.5866,0.67625,10.2217,152.99,1.3147
2006-11-29,1.68,1.4953,1.5889,0.6743,10.2303,153.01,1.3157
2006-11-30,1.6753,1.5053,1.5916,0.67425,10.2667,153.29,1.32
2006-12-01,1.6778,1.5139,1.5884,0.6729,10.2983,153.77,1.3244
2006-12-04,1.6904,1.5208,1.5932,0.6734,10.3447,153.89,1.3309
